metro,pagerank
0,0.1212698242409896
31080,0.0236788816560946
14460,0.022170006139630053
35620,0.02007502810616419
19100,0.015889241477928445
29820,0.015484215969948182
36740,0.015203912903124998
38060,0.013585852459004849
19740,0.012293694460926853
16740,0.01190079568055631
12060,0.011866307088642733
16980,0.01076958720215135
33100,0.010674633143808288
47900,0.010409931009439962
26420,0.009293317828337559
41860,0.008168083979253138
42660,0.008131739221731733
45300,0.008085402200344243
12420,0.007698195449027957
38900,0.007591631640657751
40900,0.0073742359674469375
28140,0.007357289412741438
18140,0.007190107005527825
41740,0.006826506264423391
41180,0.006777829293765363
37980,0.006699672399543149
12220,0.006693828756040674
41700,0.006478623710869368
40140,0.006470438679224791
39300,0.0062810700313172645
34980,0.006250655297538196
17900,0.005905528426943721
19820,0.005783187774170612
11460,0.005497219467541634
37460,0.005405482596516714
11700,0.005344360996731817
49340,0.005281239690076942
17140,0.00503865349721567
33460,0.004969853901868388
26900,0.0048551417889999265
36420,0.0048482721824311195
42020,0.00483087783799783
12580,0.004817648940249763
29620,0.004794762099480154
25620,0.004784395281712226
38300,0.004751676894819444
17780,0.004667118318685517
24860,0.00463485164395158
46060,0.004623455194255844
47260,0.00458437116382773
22660,0.004524247287597242
36540,0.004308962235703728
40060,0.004281499046103657
30340,0.004235315596428142
24140,0.004169538918884982
17460,0.0041463192537978385
44300,0.00407910847749949
21660,0.004060409929027785
34580,0.004017614405141525
10740,0.003952141438800595
47580,0.003864595806093129
16940,0.003864595806093129
44940,0.003864595806093129
14260,0.003828460933227108
40380,0.0037987397397183935
35840,0.0037817613046544412
14020,0.003775940392898115
27260,0.003728964903503258
44140,0.003685824719133403
44060,0.0036095816093535326
30700,0.003577927222896461
13820,0.0035607548658930675
39580,0.003558419966372453
13380,0.0035515777306891773
38860,0.0035028352916216888
24660,0.0034747356686335128
42200,0.0034403856180976445
34060,0.0034208607389100963
29940,0.0034012706473998565
46220,0.0033797612782751085
29460,0.0033428200614043077
15380,0.0033289261379685397
48620,0.003303878832109401
23460,0.003293582828907397
41940,0.003272465435888431
16860,0.0032324207758715425
15980,0.003193552086604508
29700,0.0031721360798076244
39340,0.003153405414977028
35980,0.0030975119813368103
45780,0.003052377497457431
16700,0.0030473924800496965
17820,0.0030319610255258294
19380,0.003024459988356056
42100,0.003020361892280396
21340,0.0029822413574147515
35380,0.0029564261296534202
25060,0.0028973548035758087
19660,0.002851116041058265
28940,0.0028502635761786066
33340,0.002833573587835815
23540,0.0028239575417021105
25540,0.0028186600759528605
39900,0.0028111484900459833
22380,0.0027895861578549164
10580,0.0027632569040437526
