metro,pagerank
0,0.11198897410517139
35620,0.021932798379281415
14460,0.021262350868299282
19100,0.019215971003151453
19740,0.017805386997051673
31080,0.017414141884097442
16980,0.017050080552068084
26420,0.016317031623836582
42660,0.014888012571581741
38060,0.01473539534687838
12060,0.014722739567407701
47900,0.014152192625449051
37980,0.01287103714538558
16740,0.012545680138540157
41860,0.010900472049679494
12420,0.01042364529945387
45300,0.009524193307073702
33100,0.009211619257589843
41740,0.009011299988672372
38900,0.008885111830805748
33460,0.00887025365320548
28140,0.008229406392242768
34980,0.008227489918969388
41700,0.008152016454208757
36740,0.008083572654458285
19820,0.008043330210574502
40140,0.007025554221443635
39300,0.006955068557448658
29820,0.006921085329234357
41180,0.006919942220800454
40900,0.006524473452163292
18140,0.006523652358877868
26900,0.0060338953390388335
12580,0.005823075189284023
41940,0.005779370441829762
17140,0.0056797457711305205
47260,0.005674459287690193
39580,0.005649068459656412
17460,0.0056077194176699825
24860,0.0054026427444542405
38300,0.005392685031792584
49340,0.005356298533871733
27260,0.005058944088902233
46060,0.005053554309865249
41620,0.0048965812327083184
13820,0.004834378880403189
36420,0.004732673918413059
40060,0.004584137277068746
33340,0.004457169290454494
17820,0.004398537403654279
25540,0.004147758649010429
16700,0.004116154699993117
32820,0.004079352984724
38860,0.0039140749019228
17900,0.0037551790043331345
31140,0.0037381286188364064
35380,0.003591046185442541
19380,0.00357826954886445
24340,0.0035086327955590503
36540,0.0034598794933758436
23420,0.003439486364037657
14260,0.003397032165901074
35840,0.0033767960112086647
10740,0.0033657039419228234
24660,0.00322790181711448
48620,0.003207995822072008
40380,0.0032078485974389413
16860,0.003156603305715945
35300,0.003142293345284053
45780,0.0031019955823104904
46520,0.003078103387521669
10580,0.0030734324021673
28940,0.003024565725251457
44060,0.0029678207463239977
29460,0.0029051410583981682
15980,0.0029032392751842427
39340,0.002838223665576229
27140,0.0027789022537651753
12940,0.002767134744165561
43900,0.0027628472807712033
14860,0.002757882200519817
15380,0.0027400061399468485
37340,0.002702406144121585
25420,0.0026917068743961513
10420,0.0026894780624824597
21340,0.002685269991420709
37860,0.0026514844463804903
36260,0.002646113156708776
10900,0.0026443810173517844
19780,0.002619508740690716
39900,0.002554538919012979
11700,0.002546910054656624
22660,0.00245479117380242
12540,0.002426474075565107
22220,0.0023930090033247617
44700,0.00233585785257922
33860,0.0023345449755273816
33700,0.0023325331815165465
19660,0.0023230667971103256
32580,0.002319291956260918
29540,0.002311324729324794
12260,0.0023089727091906145
11260,0.0023060468683844676
42220,0.0022844867732636095
46700,0.0022759018759920084
31180,0.002274714316241083
25860,0.0022600210429631427
25060,0.002259829409730803
21660,0.0022295444847303184
18580,0.0022260131456468438
49620,0.0021886039773582064
30780,0.0021865482023551105
46140,0.002175910630391144
29620,0.002160252835124689
33660,0.0021587887767742335
34820,0.002150811473075592
22180,0.0021503078408329026
23060,0.0021455921605842794
36500,0.002145067608684902
47300,0.002132415393352528
39740,0.0021254396716396313
28020,0.002081619255401451
17300,0.0020709843699892117
45820,0.0020423878058075306
36100,0.0020239370206368798
44180,0.002015906919389591
49660,0.0020056125532981104
15940,0.0020050251869566304
29180,0.002003756385917755
24540,0.0019901370782359593
37100,0.001988139390730531
41500,0.0019692166711076904
41540,0.001966063779634027
29740,0.001954866533521915
33260,0.001946020563243014
49420,0.0019355032974485544
42540,0.0019005648628264713
38940,0.0018941568837521532
35980,0.0018891874737927473
17020,0.0018791229461898097
42200,0.0018775823866697809
40220,0.0018541093408429997
49180,0.0018539945014095635
30700,0.0018515688547766714
13140,0.0018470906598046961
43340,0.001838052708303482
11460,0.0018210757183561642
49740,0.0018021407456264185
21500,0.0017982838884889546
46220,0.001789459477696494
