metro,pagerank
0,0.1394916113797911
14460,0.02026509593455298
35620,0.017707912977441162
19100,0.015868290940582487
38060,0.01507673364469531
31080,0.014153740597432626
26420,0.0138773318802496
16980,0.013403905823174612
19740,0.013150960556119242
12060,0.012332463348263987
47900,0.012066156726353597
42660,0.011169775166745584
37980,0.010919029159292224
16740,0.010800907215643274
45300,0.009758746130698513
12420,0.008807822668846898
33100,0.008787915831790599
34980,0.007974840866313095
41860,0.00795938439849117
36740,0.007438203730393703
38900,0.007422382886318718
39300,0.007394401046615044
41700,0.0072521064855964905
41740,0.007215103043604714
28140,0.006992019938116409
29820,0.006854023415666164
40140,0.006825295811791853
33460,0.006765615773878938
19820,0.0067139925999764455
46060,0.006253682019874241
18140,0.006207608622142506
24860,0.006162043136093962
40900,0.0060740525977517335
41180,0.0060287544440315605
26900,0.005872614619157634
47260,0.005844485100782925
17140,0.005696854557663795
36420,0.005345461076407626
12580,0.005323546062206623
27260,0.005285986722882831
49340,0.00525939444656042
39580,0.005216949469021139
38300,0.005191432898071367
17460,0.004818627386784082
13820,0.004792416594365998
25540,0.004569609736525668
17900,0.004516542490848608
41620,0.004421429046659754
33340,0.004233020782105559
40060,0.004165954565293193
35840,0.00410493519901922
41940,0.00407891756025829
16700,0.004002331369791536
24660,0.0038319314253761724
17820,0.0037884886817123277
19380,0.003727421094923497
14260,0.0035866920747216692
39340,0.003567559094902129
28940,0.0035623855398121155
24340,0.0035559953285187237
35300,0.003468444321031967
45780,0.003431627359948915
32820,0.0033955871097159987
31140,0.0033849011437225665
40380,0.003359958909045408
36540,0.00329363025838065
10740,0.0032554751298764987
29460,0.0032476004764824024
23420,0.0032468766000238324
15980,0.0032326685605857594
35380,0.0032046477667077673
38860,0.0031469123831670068
44060,0.0031467040288955337
16860,0.0031042355511223156
19660,0.0030941689404551474
37860,0.0029983237476821295
48620,0.002987416661826865
46520,0.0029749766692896513
31180,0.0029340352981652275
10580,0.0029119286969398017
12940,0.002906897846035368
29620,0.0029030555707717544
10420,0.002845396354983935
25420,0.002819088304335922
15380,0.0028169434144424584
22660,0.0027735625237524522
44180,0.002737764794524896
21660,0.002722395915397622
22220,0.0026986671686637493
19780,0.0026761710554848825
21340,0.00266578223853971
42200,0.0026288408393921217
34820,0.0025972691580603297
11700,0.0025587077589557332
10900,0.0025533682844421876
37340,0.0025468945843055034
11460,0.002520458384063335
39900,0.0025069669953516117
27140,0.00245353887348802
33860,0.0024456648996736908
14860,0.0024421125387441484
30780,0.002411039853285914
18580,0.0024031176851548493
29540,0.00239468127795096
41540,0.0023881440375009516
43900,0.002386618807879643
30700,0.002368857624320674
17780,0.00236685286256182
28020,0.0023577308559482677
46220,0.0023513495898717317
23540,0.002329352770502479
12540,0.002312807314483796
46140,0.0022974633717348465
42020,0.0022596312066210707
32580,0.002257278798065885
33660,0.0022527218215351434
36260,0.0022433820873275796
44700,0.002232489116409675
44140,0.002222604564787796
24780,0.0022216701102609018
12260,0.0022192953674284957
17300,0.002213030991325903
36100,0.0022046829467999205
25860,0.0022034945126626704
23060,0.002203248046346772
48900,0.002188011062196927
25060,0.002179324806635739
29200,0.002141119229320061
49620,0.0021246563003594256
35980,0.002092599160434991
22180,0.002090235120998321
13380,0.0020852520530193954
29180,0.0020746153593831883
44300,0.0020673637115118616
49180,0.0020624323346020287
49660,0.0020531314976901726
11260,0.002043368405809299
14020,0.0020373581029214747
36500,0.0020366981447700744
42220,0.002017051890172154
38940,0.0020143956256191845
31340,0.0020137510020056706
34940,0.0019909830509615154
41500,0.001975156281690206
46700,0.00197060189816507
15940,0.0019682363974656866
47380,0.00196154760520963
49740,0.001960455259610891
17020,0.0019394509712965056
47300,0.0019393781565432743
12620,0.001924674284229373
22380,0.001922533496664336
15540,0.0019109617646797935
34620,0.0019076343680332242
43340,0.0019048851042154638
39740,0.001897890627019548
37100,0.001897306666504455
45060,0.001875822114869123
33700,0.001873902675534605
40220,0.0018662478460745036
45820,0.0018594628196393704
42540,0.0018486540989949025
13980,0.0018231650236380397
26620,0.0018215072850351118
13140,0.001819268090127158
21500,0.0018142495127321094
14740,0.0018066126129255991
39140,0.0018016221501732871
29740,0.00179559051957238
17860,0.0017948319629412612
29940,0.0017918898911981822
42100,0.0017908790799806384
29420,0.0017819171964985896
32780,0.0017645465924201911
49420,0.0017536946041909261
27900,0.001744195088898613
19300,0.0017361353012507407
26980,0.0017301381817940113
40420,0.0017000555945955115
34060,0.0016903816217670939
16580,0.0016857922116637288
41100,0.0016855252642728777
27060,0.0016736460263548267
33260,0.0016646786669352867
32900,0.0016602779020545321
29700,0.001651019346788693
26380,0.0016343838467069555
11100,0.001613775119740307
49700,0.001605215609520799
27500,0.001579957905285805
36780,0.0015651452391433037
24140,0.001552459043002526
27100,0.0015361625793282323
30340,0.0015338187383596826
12220,0.0015335185103414976
44100,0.0015308956801862337
24540,0.0015275470977331438
34740,0.0015243684448401217
12700,0.0015236230050548428
48660,0.0015188632442084057
11500,0.0015179257575658948
25500,0.0015148557999061993
44220,0.0015146166072115604
15180,0.0015128489847505535
39820,0.0015097492095845367
14010,0.001498615506093688
33740,0.0014886691239730022
13460,0.0014886400630639636
19460,0.0014818850788752289
29100,0.001480536611328054
31900,0.001472549550433462
38340,0.0014694724133055895
33780,0.0014689353069086899
18880,0.001468576457408143
41420,0.0014645189347684562
13900,0.0014581739133309266
31860,0.0014478590376396923
42140,0.0014429942476269484
45940,0.001439453128501381
33140,0.001428670263524097
25260,0.0014232277354464446
27740,0.0014121623086830108
39460,0.0014094344257398663
27780,0.0014088914168137808
27180,0.0014059000433798313
22500,0.0014036329580917836
39540,0.0013994559337829882
26140,0.0013994301854454152
21140,0.0013946183325761808
35660,0.001392060204015906
16620,0.001391109975117997
42680,0.0013854468404671725
41660,0.0013853588622648751
36220,0.0013800984386334548
25620,0.001372894501016106
20100,0.0013697374364555269
25940,0.0013642798774556215
30140,0.0013607044754927536
41140,0.001360316484211946
30620,0.001359485062362251
36980,0.0013428631933735872
23580,0.0013317020745721511
48300,0.0013097840882508416
43100,0.0013078860273870755
48140,0.0013035714654267777
27860,0.0013021913410001017
27620,0.001286615856648968
37460,0.001281778982240259
19500,0.0012709839086617722
17420,0.0012504752389571809
15500,0.0012499184234142967
40980,0.001244142689307678
46340,0.0012435909404132593
24020,0.0012398532070893383
31460,0.0012347964920887012
40580,0.001213131158906373
44940,0.0011995637988102257
37620,0.0011965777668810273
34900,0.001192837823567331
20940,0.001190082471557693
13220,0.0011765967678905717
23460,0.0011266038502030615
45540,0.0011182141936485833
34580,0.0010846690736939345
30020,0.0010740252062597687
20020,0.0010671460988110019
20700,0.0010545599317914973
28100,0.0010422343222047097
31700,0.0010326882175222033
47580,0.0010171294612844899
16940,0.0009826208593348975
17660,0.0009716527503683574
46540,0.0009562473002436162
24300,0.0009273117838488457
12100,0.000909326473610878
39380,0.0009080339182299295
13780,0.0008525254059596203
20740,0.0008442950201474463
36140,0.0007753337485969516
18700,0.0007471876799982918
41060,0.0007245431978716269
10540,0.0006844461002942137
15680,0.0006298606503192209
